Average Size,Climate,Soil Type,Experience,Labour Requirement,Irrigation System,Pest and Disease Resistance,Crop Yield Potential,Recommended Plant
More than 100 acres,Temperate,Clayey Soil,Successful,High,Fully Irrigated,Low,Medium,Tomato
More than 100 acres,Temperate,Sandy Soil,New for Farming,Medium,Rain-fed,Moderate,High,Corn
More than 100 acres,Temperate,Sandy Soil,New for Farming,Medium,Rain-fed,Moderate,Medium,Barley
More than 100 acres,Temperate,Sandy Soil,New for Farming,Medium,Rain-fed,Low,High,Carrot
More than 100 acres,Temperate,Sandy Soil,New for Farming,Medium,Rain-fed,Low,Medium,Onion
More than 100 acres,Temperate,Sandy Soil,New for Farming,Medium,Partial Irrigation,Moderate,High,Sugarcane
More than 100 acres,Temperate,Sandy Soil,New for Farming,Medium,Partial Irrigation,Moderate,Medium,Soybean
More than 100 acres,Temperate,Sandy Soil,New for Farming,Medium,Partial Irrigation,Low,High,Cabbage
More than 100 acres,Temperate,Sandy Soil,New for Farming,Medium,Partial Irrigation,Low,Medium,Cauliflower
More than 100 acres,Temperate,Sandy Soil,New for Farming,Medium,Fully Irrigated,Moderate,High,Spinach
More than 100 acres,Temperate,Sandy Soil,New for Farming,Medium,Fully Irrigated,Moderate,Medium,Lettuce
More than 100 acres,Temperate,Sandy Soil,New for Farming,Medium,Fully Irrigated,Low,High,Peas
More than 100 acres,Temperate,Sandy Soil,New for Farming,Medium,Fully Irrigated,Low,Medium,Chickpeas
More than 100 acres,Temperate,Sandy Soil,New for Farming,High,Rain-fed,Moderate,High,Lentils
More than 100 acres,Temperate,Sandy Soil,New for Farming,High,Rain-fed,Moderate,Medium,Mustard
More than 100 acres,Temperate,Sandy Soil,New for Farming,High,Rain-fed,Low,High,Sunflower
More than 100 acres,Temperate,Sandy Soil,New for Farming,High,Rain-fed,Low,Medium,Groundnut
More than 100 acres,Temperate,Sandy Soil,New for Farming,High,Partial Irrigation,Moderate,High,Cotton
More than 100 acres,Temperate,Sandy Soil,New for Farming,High,Partial Irrigation,Moderate,Medium,Millet
More than 100 acres,Temperate,Sandy Soil,New for Farming,High,Partial Irrigation,Low,High,Sorghum
More than 100 acres,Temperate,Sandy Soil,New for Farming,High,Partial Irrigation,Low,Medium,Rice
More than 100 acres,Temperate,Sandy Soil,New for Farming,High,Fully Irrigated,Moderate,High,Oats
More than 100 acres,Temperate,Sandy Soil,New for Farming,High,Fully Irrigated,Moderate,Medium,Rye
More than 100 acres,Temperate,Sandy Soil,New for Farming,High,Fully Irrigated,Low,High,Banana
More than 100 acres,Temperate,Sandy Soil,New for Farming,High,Fully Irrigated,Low,Medium,Mango
More than 100 acres,Temperate,Sandy Soil,Successful,Medium,Rain-fed,Moderate,High,Apple
More than 100 acres,Temperate,Sandy Soil,Successful,Medium,Rain-fed,Moderate,Medium,Grapes
More than 100 acres,Temperate,Sandy Soil,Successful,Medium,Rain-fed,Low,High,Orange
More than 100 acres,Temperate,Sandy Soil,Successful,Medium,Rain-fed,Low,Medium,Papaya
More than 100 acres,Temperate,Sandy Soil,Successful,Medium,Partial Irrigation,Moderate,High,Pineapple
More than 100 acres,Temperate,Sandy Soil,Successful,Medium,Partial Irrigation,Moderate,Medium,Strawberry
More than 100 acres,Temperate,Sandy Soil,Successful,Medium,Partial Irrigation,Low,High,Blueberry
More than 100 acres,Temperate,Sandy Soil,Successful,Medium,Partial Irrigation,Low,Medium,Raspberry
More than 100 acres,Temperate,Sandy Soil,Successful,Medium,Fully Irrigated,Moderate,High,Watermelon
More than 100 acres,Temperate,Sandy Soil,Successful,Medium,Fully Irrigated,Moderate,Medium,Cucumber
More than 100 acres,Temperate,Sandy Soil,Successful,Medium,Fully Irrigated,Low,High,Pumpkin
More than 100 acres,Temperate,Sandy Soil,Successful,Medium,Fully Irrigated,Low,Medium,Zucchini
More than 100 acres,Temperate,Sandy Soil,Successful,High,Rain-fed,Moderate,High,Bell Pepper
More than 100 acres,Temperate,Sandy Soil,Successful,High,Rain-fed,Moderate,Medium,Chili Pepper
More than 100 acres,Temperate,Sandy Soil,Successful,High,Rain-fed,Low,High,Brinjal (Eggplant)
More than 100 acres,Temperate,Sandy Soil,Successful,High,Rain-fed,Low,Medium,Radish
More than 100 acres,Temperate,Sandy Soil,Successful,High,Partial Irrigation,Moderate,High,Beetroot
More than 100 acres,Temperate,Sandy Soil,Successful,High,Partial Irrigation,Moderate,Medium,Garlic
More than 100 acres,Temperate,Sandy Soil,Successful,High,Partial Irrigation,Low,High,Ginger
More than 100 acres,Temperate,Sandy Soil,Successful,High,Partial Irrigation,Low,Medium,Turmeric
More than 100 acres,Temperate,Sandy Soil,Successful,High,Fully Irrigated,Moderate,High,Basil
More than 100 acres,Temperate,Sandy Soil,Successful,High,Fully Irrigated,Moderate,Medium,Coriander
More than 100 acres,Temperate,Sandy Soil,Successful,High,Fully Irrigated,Low,High,Parsley
More than 100 acres,Temperate,Sandy Soil,Successful,High,Fully Irrigated,Low,Medium,Thyme
More than 100 acres,Arid,Loamy Soil,New for Farming,Medium,Rain-fed,Moderate,High,Rosemary
More than 100 acres,Arid,Loamy Soil,New for Farming,Medium,Rain-fed,Moderate,Medium,Lavender
More than 100 acres,Arid,Loamy Soil,New for Farming,Medium,Rain-fed,Low,High,Tea
More than 100 acres,Arid,Loamy Soil,New for Farming,Medium,Rain-fed,Low,Medium,Coffee
More than 100 acres,Arid,Loamy Soil,New for Farming,Medium,Partial Irrigation,Moderate,High,Cocoa
More than 100 acres,Arid,Loamy Soil,New for Farming,Medium,Partial Irrigation,Moderate,Medium,Cashew
More than 100 acres,Arid,Loamy Soil,New for Farming,Medium,Partial Irrigation,Low,High,Almond
More than 100 acres,Arid,Loamy Soil,New for Farming,Medium,Partial Irrigation,Low,Medium,Pistachio
More than 100 acres,Arid,Loamy Soil,New for Farming,Medium,Fully Irrigated,Moderate,High,Walnut
More than 100 acres,Arid,Loamy Soil,New for Farming,Medium,Fully Irrigated,Moderate,Medium,Coconut
More than 100 acres,Arid,Loamy Soil,New for Farming,Medium,Fully Irrigated,Low,High,Sesame
More than 100 acres,Arid,Loamy Soil,New for Farming,Medium,Fully Irrigated,Low,Medium,Flaxseed
More than 100 acres,Arid,Loamy Soil,New for Farming,High,Rain-fed,Moderate,High,Jute
More than 100 acres,Arid,Loamy Soil,New for Farming,High,Rain-fed,Moderate,Medium,Rubber
More than 100 acres,Arid,Loamy Soil,New for Farming,High,Rain-fed,Low,High,Vanilla
More than 100 acres,Arid,Loamy Soil,New for Farming,High,Rain-fed,Low,Medium,Cardamom
More than 100 acres,Arid,Loamy Soil,New for Farming,High,Partial Irrigation,Moderate,High,Clove
More than 100 acres,Arid,Loamy Soil,New for Farming,High,Partial Irrigation,Moderate,Medium,Nutmeg
More than 100 acres,Arid,Loamy Soil,New for Farming,High,Partial Irrigation,Low,High,Pepper
More than 100 acres,Arid,Loamy Soil,New for Farming,High,Partial Irrigation,Low,Medium,Fenugreek
More than 100 acres,Arid,Loamy Soil,New for Farming,High,Fully Irrigated,Moderate,High,Fennel
More than 100 acres,Arid,Loamy Soil,New for Farming,High,Fully Irrigated,Moderate,Medium,Celery
More than 100 acres,Arid,Loamy Soil,New for Farming,High,Fully Irrigated,Low,High,Asparagus
More than 100 acres,Arid,Loamy Soil,New for Farming,High,Fully Irrigated,Low,Medium,Okra
More than 100 acres,Arid,Loamy Soil,Successful,Medium,Rain-fed,Moderate,High,Bitter Gourd
More than 100 acres,Arid,Loamy Soil,Successful,Medium,Rain-fed,Moderate,Medium,Sweet Potato
More than 100 acres,Arid,Loamy Soil,Successful,Medium,Rain-fed,Low,High,Yam
More than 100 acres,Arid,Loamy Soil,Successful,Medium,Rain-fed,Low,Medium,Taro
More than 100 acres,Arid,Loamy Soil,Successful,Medium,Partial Irrigation,Moderate,High,Pear
More than 100 acres,Arid,Loamy Soil,Successful,Medium,Partial Irrigation,Moderate,Medium,Guava
More than 100 acres,Arid,Loamy Soil,Successful,Medium,Partial Irrigation,Low,High,Lychee
More than 100 acres,Arid,Loamy Soil,Successful,Medium,Partial Irrigation,Low,Medium,Pomegranate
More than 100 acres,Arid,Loamy Soil,Successful,Medium,Fully Irrigated,Moderate,High,Fig
More than 100 acres,Arid,Loamy Soil,Successful,Medium,Fully Irrigated,Moderate,Medium,Apricot
More than 100 acres,Arid,Loamy Soil,Successful,Medium,Fully Irrigated,Low,High,Peach
More than 100 acres,Arid,Loamy Soil,Successful,Medium,Fully Irrigated,Low,Medium,Cherry
More than 100 acres,Arid,Loamy Soil,Successful,High,Rain-fed,Moderate,High,Plum
More than 100 acres,Arid,Loamy Soil,Successful,High,Rain-fed,Moderate,Medium,Kiwi
More than 100 acres,Arid,Loamy Soil,Successful,High,Rain-fed,Low,High,Dragon Fruit
More than 100 acres,Arid,Loamy Soil,Successful,High,Rain-fed,Low,Medium,Jackfruit
More than 100 acres,Arid,Loamy Soil,Successful,High,Partial Irrigation,Moderate,High,Persimmon
More than 100 acres,Arid,Loamy Soil,Successful,High,Partial Irrigation,Moderate,Medium,Date Palm
More than 100 acres,Arid,Loamy Soil,Successful,High,Partial Irrigation,Low,High,Mulberry
More than 100 acres,Arid,Loamy Soil,Successful,High,Partial Irrigation,Low,Medium,Gooseberry
More than 100 acres,Arid,Loamy Soil,Successful,High,Fully Irrigated,Moderate,High,Elderberry
More than 100 acres,Arid,Loamy Soil,Successful,High,Fully Irrigated,Moderate,Medium,Blackberry
More than 100 acres,Arid,Loamy Soil,Successful,High,Fully Irrigated,Low,High,Hazelnut
More than 100 acres,Arid,Loamy Soil,Successful,High,Fully Irrigated,Low,Medium,Macadamia
More than 100 acres,Arid,Clayey Soil,New for Farming,Medium,Rain-fed,Moderate,High,Saffron
More than 100 acres,Arid,Clayey Soil,New for Farming,Medium,Rain-fed,Moderate,Medium,Cumin
More than 100 acres,Arid,Clayey Soil,New for Farming,Medium,Rain-fed,Low,High,Anise
More than 100 acres,Arid,Clayey Soil,New for Farming,Medium,Rain-fed,Low,Medium,Caraway
More than 100 acres,Arid,Clayey Soil,New for Farming,Medium,Partial Irrigation,Moderate,High,Dill
More than 100 acres,Arid,Clayey Soil,New for Farming,Medium,Partial Irrigation,Moderate,Medium,Hemp
More than 100 acres,Arid,Clayey Soil,New for Farming,Medium,Partial Irrigation,Low,High,Aloe Vera
More than 100 acres,Arid,Clayey Soil,New for Farming,Medium,Partial Irrigation,Low,Medium,Eucalyptus
More than 100 acres,Arid,Clayey Soil,New for Farming,Medium,Fully Irrigated,Moderate,High,Ginseng
More than 100 acres,Arid,Clayey Soil,New for Farming,Medium,Fully Irrigated,Moderate,Medium,Yerba Mate
More than 100 acres,Arid,Clayey Soil,New for Farming,Medium,Fully Irrigated,Low,High,Paddy
More than 100 acres,Arid,Clayey Soil,New for Farming,Medium,Fully Irrigated,Low,Medium,Wheat
More than 100 acres,Arid,Clayey Soil,New for Farming,High,Rain-fed,Moderate,High,Potato
More than 100 acres,Arid,Clayey Soil,New for Farming,High,Rain-fed,Moderate,Medium,Tomato
More than 100 acres,Arid,Clayey Soil,New for Farming,High,Rain-fed,Low,High,Corn
More than 100 acres,Arid,Clayey Soil,New for Farming,High,Rain-fed,Low,Medium,Barley
More than 100 acres,Arid,Clayey Soil,New for Farming,High,Partial Irrigation,Moderate,High,Carrot
More than 100 acres,Arid,Clayey Soil,New for Farming,High,Partial Irrigation,Moderate,Medium,Onion
More than 100 acres,Arid,Clayey Soil,New for Farming,High,Partial Irrigation,Low,High,Sugarcane
More than 100 acres,Arid,Clayey Soil,New for Farming,High,Partial Irrigation,Low,Medium,Soybean
More than 100 acres,Arid,Clayey Soil,New for Farming,High,Fully Irrigated,Moderate,High,Cabbage
More than 100 acres,Arid,Clayey Soil,New for Farming,High,Fully Irrigated,Moderate,Medium,Cauliflower
More than 100 acres,Arid,Clayey Soil,New for Farming,High,Fully Irrigated,Low,High,Spinach
More than 100 acres,Arid,Clayey Soil,New for Farming,High,Fully Irrigated,Low,Medium,Lettuce
More than 100 acres,Arid,Clayey Soil,Successful,Medium,Rain-fed,Moderate,High,Peas
More than 100 acres,Arid,Clayey Soil,Successful,Medium,Rain-fed,Moderate,Medium,Chickpeas
More than 100 acres,Arid,Clayey Soil,Successful,Medium,Rain-fed,Low,High,Lentils
More than 100 acres,Arid,Clayey Soil,Successful,Medium,Rain-fed,Low,Medium,Mustard
More than 100 acres,Arid,Clayey Soil,Successful,Medium,Partial Irrigation,Moderate,High,Sunflower
More than 100 acres,Arid,Clayey Soil,Successful,Medium,Partial Irrigation,Moderate,Medium,Groundnut
More than 100 acres,Arid,Clayey Soil,Successful,Medium,Partial Irrigation,Low,High,Cotton
More than 100 acres,Arid,Clayey Soil,Successful,Medium,Partial Irrigation,Low,Medium,Millet
More than 100 acres,Arid,Clayey Soil,Successful,Medium,Fully Irrigated,Moderate,High,Sorghum
More than 100 acres,Arid,Clayey Soil,Successful,Medium,Fully Irrigated,Moderate,Medium,Rice
More than 100 acres,Arid,Clayey Soil,Successful,Medium,Fully Irrigated,Low,High,Oats
More than 100 acres,Arid,Clayey Soil,Successful,Medium,Fully Irrigated,Low,Medium,Rye
More than 100 acres,Arid,Clayey Soil,Successful,High,Rain-fed,Moderate,High,Banana
More than 100 acres,Arid,Clayey Soil,Successful,High,Rain-fed,Moderate,Medium,Mango
More than 100 acres,Arid,Clayey Soil,Successful,High,Rain-fed,Low,High,Apple
More than 100 acres,Arid,Clayey Soil,Successful,High,Rain-fed,Low,Medium,Grapes
More than 100 acres,Arid,Clayey Soil,Successful,High,Partial Irrigation,Moderate,High,Orange
More than 100 acres,Arid,Clayey Soil,Successful,High,Partial Irrigation,Moderate,Medium,Papaya
More than 100 acres,Arid,Clayey Soil,Successful,High,Partial Irrigation,Low,High,Pineapple
More than 100 acres,Arid,Clayey Soil,Successful,High,Partial Irrigation,Low,Medium,Strawberry
More than 100 acres,Arid,Clayey Soil,Successful,High,Fully Irrigated,Moderate,High,Blueberry
More than 100 acres,Arid,Clayey Soil,Successful,High,Fully Irrigated,Moderate,Medium,Raspberry
More than 100 acres,Arid,Clayey Soil,Successful,High,Fully Irrigated,Low,High,Watermelon
More than 100 acres,Arid,Clayey Soil,Successful,High,Fully Irrigated,Low,Medium,Cucumber
More than 100 acres,Arid,Sandy Soil,New for Farming,Medium,Rain-fed,Moderate,High,Pumpkin
More than 100 acres,Arid,Sandy Soil,New for Farming,Medium,Rain-fed,Moderate,Medium,Zucchini
More than 100 acres,Arid,Sandy Soil,New for Farming,Medium,Rain-fed,Low,High,Bell Pepper
More than 100 acres,Arid,Sandy Soil,New for Farming,Medium,Rain-fed,Low,Medium,Chili Pepper
More than 100 acres,Arid,Sandy Soil,New for Farming,Medium,Partial Irrigation,Moderate,High,Brinjal (Eggplant)
More than 100 acres,Arid,Sandy Soil,New for Farming,Medium,Partial Irrigation,Moderate,Medium,Radish
More than 100 acres,Arid,Sandy Soil,New for Farming,Medium,Partial Irrigation,Low,High,Beetroot
More than 100 acres,Arid,Sandy Soil,New for Farming,Medium,Partial Irrigation,Low,Medium,Garlic
More than 100 acres,Arid,Sandy Soil,New for Farming,Medium,Fully Irrigated,Moderate,High,Ginger
More than 100 acres,Arid,Sandy Soil,New for Farming,Medium,Fully Irrigated,Moderate,Medium,Turmeric
More than 100 acres,Arid,Sandy Soil,New for Farming,Medium,Fully Irrigated,Low,High,Basil
More than 100 acres,Arid,Sandy Soil,New for Farming,Medium,Fully Irrigated,Low,Medium,Coriander
More than 100 acres,Arid,Sandy Soil,New for Farming,High,Rain-fed,Moderate,High,Parsley
More than 100 acres,Arid,Sandy Soil,New for Farming,High,Rain-fed,Moderate,Medium,Thyme
More than 100 acres,Arid,Sandy Soil,New for Farming,High,Rain-fed,Low,High,Rosemary
More than 100 acres,Arid,Sandy Soil,New for Farming,High,Rain-fed,Low,Medium,Lavender
More than 100 acres,Arid,Sandy Soil,New for Farming,High,Partial Irrigation,Moderate,High,Tea
More than 100 acres,Arid,Sandy Soil,New for Farming,High,Partial Irrigation,Moderate,Medium,Coffee
More than 100 acres,Arid,Sandy Soil,New for Farming,High,Partial Irrigation,Low,High,Cocoa
More than 100 acres,Arid,Sandy Soil,New for Farming,High,Partial Irrigation,Low,Medium,Cashew
More than 100 acres,Arid,Sandy Soil,New for Farming,High,Fully Irrigated,Moderate,High,Almond
More than 100 acres,Arid,Sandy Soil,New for Farming,High,Fully Irrigated,Moderate,Medium,Pistachio
More than 100 acres,Arid,Sandy Soil,New for Farming,High,Fully Irrigated,Low,High,Walnut
More than 100 acres,Arid,Sandy Soil,New for Farming,High,Fully Irrigated,Low,Medium,Coconut
More than 100 acres,Arid,Sandy Soil,Successful,Medium,Rain-fed,Moderate,High,Sesame
More than 100 acres,Arid,Sandy Soil,Successful,Medium,Rain-fed,Moderate,Medium,Flaxseed
More than 100 acres,Arid,Sandy Soil,Successful,Medium,Rain-fed,Low,High,Jute
More than 100 acres,Arid,Sandy Soil,Successful,Medium,Rain-fed,Low,Medium,Rubber
More than 100 acres,Arid,Sandy Soil,Successful,Medium,Partial Irrigation,Moderate,High,Vanilla
More than 100 acres,Arid,Sandy Soil,Successful,Medium,Partial Irrigation,Moderate,Medium,Cardamom
More than 100 acres,Arid,Sandy Soil,Successful,Medium,Partial Irrigation,Low,High,Clove
More than 100 acres,Arid,Sandy Soil,Successful,Medium,Partial Irrigation,Low,Medium,Nutmeg
More than 100 acres,Arid,Sandy Soil,Successful,Medium,Fully Irrigated,Moderate,High,Pepper
More than 100 acres,Arid,Sandy Soil,Successful,Medium,Fully Irrigated,Moderate,Medium,Fenugreek
More than 100 acres,Arid,Sandy Soil,Successful,Medium,Fully Irrigated,Low,High,Fennel
More than 100 acres,Arid,Sandy Soil,Successful,Medium,Fully Irrigated,Low,Medium,Celery
More than 100 acres,Arid,Sandy Soil,Successful,High,Rain-fed,Moderate,High,Asparagus
More than 100 acres,Arid,Sandy Soil,Successful,High,Rain-fed,Moderate,Medium,Okra
More than 100 acres,Arid,Sandy Soil,Successful,High,Rain-fed,Low,High,Bitter Gourd
More than 100 acres,Arid,Sandy Soil,Successful,High,Rain-fed,Low,Medium,Sweet Potato
More than 100 acres,Arid,Sandy Soil,Successful,High,Partial Irrigation,Moderate,High,Yam
More than 100 acres,Arid,Sandy Soil,Successful,High,Partial Irrigation,Moderate,Medium,Taro
More than 100 acres,Arid,Sandy Soil,Successful,High,Partial Irrigation,Low,High,Pear
More than 100 acres,Arid,Sandy Soil,Successful,High,Partial Irrigation,Low,Medium,Guava
More than 100 acres,Arid,Sandy Soil,Successful,High,Fully Irrigated,Moderate,High,Lychee
More than 100 acres,Arid,Sandy Soil,Successful,High,Fully Irrigated,Moderate,Medium,Pomegranate
More than 100 acres,Arid,Sandy Soil,Successful,High,Fully Irrigated,Low,High,Fig
More than 100 acres,Arid,Sandy Soil,Successful,High,Fully Irrigated,Low,Medium,Apricot
